Order ID,Order Date,Customer Name,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-10386,2023-12-31,Customer 224,Corporate,USA,Seattle,Washington,West,Office Supplies,Paper,Paper Model 960,185.27,6,0.1,36.39
ORD-10387,2022-11-09,Customer 250,Home Office,USA,Houston,Texas,Central,Technology,Machines,Machines Model 211,344.93,8,0.3,3.91
ORD-10388,2023-10-04,Customer 40,Home Office,USA,Los Angeles,California,West,Office Supplies,Binders,Binders Model 177,893.47,4,0.2,119.18
ORD-10389,2023-07-19,Customer 134,Home Office,USA,New York,New York,East,Technology,Machines,Machines Model 652,417.03,10,0.1,94.49
ORD-10390,2023-05-29,Customer 262,Consumer,USA,Miami,Florida,South,Office Supplies,Paper,Paper Model 506,238.84,10,0.2,-3.95
ORD-10391,2022-05-24,Customer 229,Consumer,USA,Houston,Texas,Central,Technology,Phones,Phones Model 283,851.02,10,0.1,161.1
ORD-10392,2023-01-14,Customer 120,Consumer,USA,Seattle,Washington,West,Office Supplies,Binders,Binders Model 784,234.44,8,0.1,3.68
ORD-10393,2022-11-28,Customer 53,Home Office,USA,Seattle,Washington,West,Office Supplies,Paper,Paper Model 633,919.54,1,0.0,271.4
ORD-10394,2023-11-01,Customer 40,Home Office,USA,Chicago,Illinois,Central,Technology,Machines,Machines Model 357,578.76,7,0.3,-5.02
ORD-10395,2023-09-11,Customer 4,Home Office,USA,Miami,Florida,South,Technology,Accessories,Accessories Model 242,365.84,6,0.3,35.91
ORD-10396,2022-06-11,Customer 186,Home Office,USA,Miami,Florida,South,Furniture,Chairs,Chairs Model 834,524.25,5,0.1,19.69
ORD-10397,2023-08-28,Customer 83,Home Office,USA,New York,New York,East,Office Supplies,Paper,Paper Model 953,725.85,8,0.3,14.34
ORD-10398,2023-06-09,Customer 21,Home Office,USA,Miami,Florida,South,Furniture,Chairs,Chairs Model 250,145.33,10,0.1,4.89
ORD-10399,2023-11-09,Customer 146,Consumer,USA,New York,New York,East,Office Supplies,Binders,Binders Model 321,526.31,7,0.0,141.91
ORD-10400,2022-07-06,Customer 262,Corporate,USA,Atlanta,Georgia,South,Office Supplies,Binders,Binders Model 271,234.98,7,0.1,46.68
ORD-10401,2022-01-17,Customer 104,Home Office,USA,Chicago,Illinois,Central,Technology,Machines,Machines Model 980,87.47,7,0.3,-5.86
ORD-10402,2023-06-29,Customer 258,Consumer,USA,Miami,Florida,South,Technology,Phones,Phones Model 195,193.87,10,0.0,52.24
ORD-10403,2022-02-14,Customer 272,Corporate,USA,Miami,Florida,South,Technology,Machines,Machines Model 334,830.97,7,0.3,-6.15
ORD-10404,2022-09-18,Customer 245,Consumer,USA,Atlanta,Georgia,South,Office Supplies,Storage,Storage Model 979,808.53,10,0.0,126.43
ORD-10405,2022-01-08,Customer 296,Home Office,USA,Philadelphia,Pennsylvania,East,Technology,Machines,Machines Model 220,420.47,4,0.0,95.57
ORD-10406,2022-06-08,Customer 219,Home Office,USA,Philadelphia,Pennsylvania,East,Technology,Phones,Phones Model 699,694.01,6,0.3,-6.55
ORD-10407,2023-02-11,Customer 105,Corporate,USA,Chicago,Illinois,Central,Technology,Accessories,Accessories Model 665,573.38,10,0.2,113.5
ORD-10408,2023-12-24,Customer 204,Home Office,USA,Miami,Florida,South,Office Supplies,Storage,Storage Model 241,563.81,5,0.2,53.23
ORD-10409,2022-12-13,Customer 282,Home Office,USA,New York,New York,East,Office Supplies,Storage,Storage Model 813,950.26,2,0.1,120.76
ORD-10410,2023-09-07,Customer 223,Consumer,USA,New York,New York,East,Office Supplies,Storage,Storage Model 165,25.18,2,0.1,2.97
ORD-10411,2023-06-18,Customer 147,Home Office,USA,Houston,Texas,Central,Office Supplies,Binders,Binders Model 711,616.85,7,0.3,33.0
ORD-10412,2023-09-06,Customer 262,Home Office,USA,New York,New York,East,Technology,Accessories,Accessories Model 815,450.19,4,0.2,-0.59
ORD-10413,2022-10-10,Customer 205,Corporate,USA,Los Angeles,California,West,Technology,Phones,Phones Model 785,372.55,1,0.1,8.09
ORD-10414,2023-07-27,Customer 299,Corporate,USA,Atlanta,Georgia,South,Technology,Phones,Phones Model 455,527.39,2,0.0,98.83
ORD-10415,2023-02-21,Customer 260,Consumer,USA,Houston,Texas,Central,Technology,Phones,Phones Model 672,465.66,7,0.0,53.68
ORD-10416,2023-01-22,Customer 289,Corporate,USA,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Binders Model 888,806.88,5,0.2,99.69
ORD-10417,2022-09-22,Customer 35,Corporate,USA,Seattle,Washington,West,Office Supplies,Storage,Storage Model 748,471.51,10,0.0,80.39
ORD-10418,2022-09-27,Customer 128,Corporate,USA,Los Angeles,California,West,Office Supplies,Paper,Paper Model 195,956.34,9,0.0,215.37
ORD-10419,2023-08-11,Customer 138,Consumer,USA,Atlanta,Georgia,South,Furniture,Bookcases,Bookcases Model 864,932.77,8,0.2,35.8
ORD-10420,2022-07-27,Customer 128,Home Office,USA,Seattle,Washington,West,Technology,Phones,Phones Model 464,250.16,4,0.2,0.42
ORD-10421,2023-07-09,Customer 22,Corporate,USA,Los Angeles,California,West,Furniture,Chairs,Chairs Model 480,682.3,8,0.0,164.48
ORD-10422,2023-08-14,Customer 66,Consumer,USA,Chicago,Illinois,Central,Technology,Accessories,Accessories Model 638,500.99,9,0.2,24.78
ORD-10423,2022-05-04,Customer 266,Corporate,USA,Atlanta,Georgia,South,Technology,Phones,Phones Model 423,512.43,7,0.1,58.57
ORD-10424,2022-09-23,Customer 96,Home Office,USA,New York,New York,East,Technology,Phones,Phones Model 369,391.84,2,0.2,15.83
ORD-10425,2023-03-06,Customer 191,Corporate,USA,Seattle,Washington,West,Office Supplies,Storage,Storage Model 974,356.23,3,0.3,2.13
ORD-10426,2022-10-04,Customer 121,Home Office,USA,Atlanta,Georgia,South,Office Supplies,Binders,Binders Model 542,579.98,10,0.1,118.05
ORD-10427,2022-05-18,Customer 265,Home Office,USA,Miami,Florida,South,Furniture,Bookcases,Bookcases Model 837,166.56,1,0.1,17.55
ORD-10428,2023-12-09,Customer 84,Consumer,USA,Chicago,Illinois,Central,Office Supplies,Paper,Paper Model 320,570.9,10,0.0,85.41
ORD-10429,2023-07-28,Customer 286,Corporate,USA,Chicago,Illinois,Central,Technology,Phones,Phones Model 452,460.86,6,0.2,18.55
ORD-10430,2023-10-28,Customer 276,Consumer,USA,Philadelphia,Pennsylvania,East,Furniture,Tables,Tables Model 899,870.02,10,0.1,125.47
ORD-10431,2022-10-21,Customer 238,Home Office,USA,Chicago,Illinois,Central,Office Supplies,Storage,Storage Model 248,520.24,8,0.0,75.57
ORD-10432,2022-12-18,Customer 117,Corporate,USA,Seattle,Washington,West,Office Supplies,Storage,Storage Model 424,620.06,7,0.0,43.27
ORD-10433,2023-06-18,Customer 231,Corporate,USA,Chicago,Illinois,Central,Technology,Machines,Machines Model 271,407.55,8,0.2,55.82
ORD-10434,2023-02-11,Customer 53,Consumer,USA,Los Angeles,California,West,Furniture,Bookcases,Bookcases Model 165,249.93,5,0.0,25.65
ORD-10435,2022-06-09,Customer 44,Home Office,USA,Miami,Florida,South,Furniture,Tables,Tables Model 499,533.5,2,0.0,61.68
ORD-10436,2022-06-24,Customer 15,Consumer,USA,Houston,Texas,Central,Furniture,Bookcases,Bookcases Model 779,298.49,3,0.1,39.31
ORD-10437,2022-05-19,Customer 277,Consumer,USA,Chicago,Illinois,Central,Office Supplies,Paper,Paper Model 705,975.48,9,0.2,85.0
ORD-10438,2022-08-21,Customer 46,Corporate,USA,Atlanta,Georgia,South,Technology,Machines,Machines Model 415,646.74,5,0.2,45.54
ORD-10439,2023-04-26,Customer 274,Consumer,USA,Chicago,Illinois,Central,Office Supplies,Binders,Binders Model 804,317.5,1,0.1,27.3
ORD-10440,2023-07-16,Customer 192,Consumer,USA,Atlanta,Georgia,South,Office Supplies,Binders,Binders Model 521,770.55,5,0.1,153.49
ORD-10441,2022-03-23,Customer 217,Home Office,USA,Atlanta,Georgia,South,Furniture,Chairs,Chairs Model 345,720.64,7,0.3,-32.32
ORD-10442,2022-03-12,Customer 94,Consumer,USA,Chicago,Illinois,Central,Technology,Machines,Machines Model 396,541.31,5,0.3,-28.69
ORD-10443,2022-01-20,Customer 78,Consumer,USA,Philadelphia,Pennsylvania,East,Technology,Accessories,Accessories Model 647,286.69,10,0.3,-15.21
ORD-10444,2022-06-04,Customer 8,Corporate,USA,New York,New York,East,Furniture,Tables,Tables Model 322,283.81,8,0.0,30.71
ORD-10445,2022-05-30,Customer 29,Corporate,USA,Chicago,Illinois,Central,Office Supplies,Paper,Paper Model 894,998.0,8,0.0,132.3
ORD-10446,2022-05-05,Customer 128,Corporate,USA,Miami,Florida,South,Technology,Accessories,Accessories Model 889,197.97,5,0.3,21.2
ORD-10447,2023-11-29,Customer 160,Corporate,USA,Miami,Florida,South,Technology,Phones,Phones Model 262,215.2,2,0.1,25.44
ORD-10448,2023-11-14,Customer 112,Consumer,USA,New York,New York,East,Office Supplies,Paper,Paper Model 341,645.75,4,0.2,110.99
ORD-10449,2022-09-06,Customer 5,Consumer,USA,Atlanta,Georgia,South,Furniture,Chairs,Chairs Model 695,798.5,10,0.0,118.94
ORD-10450,2022-12-13,Customer 31,Consumer,USA,Miami,Florida,South,Office Supplies,Binders,Binders Model 464,263.75,8,0.0,58.42
ORD-10451,2023-03-26,Customer 99,Consumer,USA,Los Angeles,California,West,Furniture,Tables,Tables Model 805,248.02,9,0.2,37.55
ORD-10452,2023-07-27,Customer 151,Home Office,USA,Atlanta,Georgia,South,Technology,Phones,Phones Model 813,265.68,1,0.3,20.37
ORD-10453,2023-09-06,Customer 284,Consumer,USA,Miami,Florida,South,Technology,Phones,Phones Model 170,552.75,6,0.3,-17.23
ORD-10454,2023-06-03,Customer 195,Home Office,USA,Seattle,Washington,West,Office Supplies,Paper,Paper Model 289,550.77,8,0.0,134.38
ORD-10455,2023-12-01,Customer 255,Home Office,USA,Philadelphia,Pennsylvania,East,Technology,Phones,Phones Model 257,334.28,2,0.3,-17.56
ORD-10456,2022-05-13,Customer 92,Consumer,USA,Chicago,Illinois,Central,Office Supplies,Storage,Storage Model 306,335.58,2,0.0,20.45
ORD-10457,2023-12-20,Customer 132,Consumer,USA,Philadelphia,Pennsylvania,East,Furniture,Chairs,Chairs Model 475,51.18,7,0.3,1.61
ORD-10458,2022-03-04,Customer 185,Home Office,USA,Los Angeles,California,West,Furniture,Chairs,Chairs Model 861,662.63,2,0.3,66.43
ORD-10459,2022-11-08,Customer 40,Consumer,USA,Atlanta,Georgia,South,Technology,Phones,Phones Model 631,827.17,5,0.0,193.21
ORD-10460,2022-09-12,Customer 292,Home Office,USA,New York,New York,East,Technology,Phones,Phones Model 283,541.03,4,0.1,71.17
ORD-10461,2022-06-20,Customer 93,Home Office,USA,Miami,Florida,South,Technology,Machines,Machines Model 511,370.8,8,0.3,44.76
ORD-10462,2022-11-29,Customer 191,Corporate,USA,Houston,Texas,Central,Technology,Machines,Machines Model 882,454.15,6,0.2,39.75
ORD-10463,2022-09-18,Customer 185,Corporate,USA,Atlanta,Georgia,South,Technology,Phones,Phones Model 558,571.88,4,0.3,52.29
ORD-10464,2022-11-06,Customer 4,Corporate,USA,Miami,Florida,South,Technology,Phones,Phones Model 327,983.3,10,0.0,176.41
ORD-10465,2023-04-17,Customer 183,Consumer,USA,Seattle,Washington,West,Furniture,Bookcases,Bookcases Model 241,825.89,9,0.1,19.47
ORD-10466,2023-08-06,Customer 112,Home Office,USA,Chicago,Illinois,Central,Technology,Phones,Phones Model 179,248.33,5,0.0,47.83
ORD-10467,2022-11-04,Customer 20,Home Office,USA,Chicago,Illinois,Central,Furniture,Tables,Tables Model 927,829.19,10,0.0,164.85
ORD-10468,2022-05-04,Customer 117,Home Office,USA,Miami,Florida,South,Furniture,Tables,Tables Model 768,360.97,7,0.3,47.85
ORD-10469,2023-12-16,Customer 114,Consumer,USA,Philadelphia,Pennsylvania,East,Furniture,Tables,Tables Model 151,533.9,6,0.1,43.62
ORD-10470,2023-02-08,Customer 76,Consumer,USA,Atlanta,Georgia,South,Technology,Machines,Machines Model 444,514.63,4,0.3,-14.18
ORD-10471,2023-05-29,Customer 223,Home Office,USA,Philadelphia,Pennsylvania,East,Technology,Machines,Machines Model 233,68.32,7,0.2,-1.96
ORD-10472,2023-06-21,Customer 127,Consumer,USA,Seattle,Washington,West,Technology,Phones,Phones Model 173,498.1,10,0.1,69.88
ORD-10473,2023-03-10,Customer 188,Corporate,USA,Chicago,Illinois,Central,Office Supplies,Storage,Storage Model 295,925.66,2,0.0,201.74
ORD-10474,2023-09-24,Customer 227,Home Office,USA,Chicago,Illinois,Central,Technology,Machines,Machines Model 249,43.72,5,0.1,10.8
ORD-10475,2022-02-25,Customer 125,Home Office,USA,Miami,Florida,South,Furniture,Chairs,Chairs Model 251,691.65,3,0.0,54.01
ORD-10476,2022-12-06,Customer 108,Home Office,USA,Houston,Texas,Central,Office Supplies,Storage,Storage Model 650,808.2,5,0.3,14.38
ORD-10477,2022-05-25,Customer 10,Corporate,USA,Los Angeles,California,West,Technology,Machines,Machines Model 696,755.35,9,0.3,42.12
ORD-10478,2023-11-02,Customer 5,Consumer,USA,Philadelphia,Pennsylvania,East,Furniture,Chairs,Chairs Model 497,298.33,10,0.2,-10.96
ORD-10479,2023-06-05,Customer 51,Corporate,USA,Chicago,Illinois,Central,Furniture,Chairs,Chairs Model 596,306.65,7,0.1,75.11
ORD-10480,2023-06-27,Customer 157,Corporate,USA,New York,New York,East,Furniture,Bookcases,Bookcases Model 601,967.46,9,0.0,57.99
ORD-10481,2023-05-29,Customer 142,Consumer,USA,Miami,Florida,South,Furniture,Tables,Tables Model 740,690.63,6,0.2,6.25
ORD-10482,2023-02-07,Customer 71,Consumer,USA,Chicago,Illinois,Central,Furniture,Bookcases,Bookcases Model 847,950.13,4,0.1,81.19
ORD-10483,2022-12-04,Customer 230,Home Office,USA,Miami,Florida,South,Office Supplies,Binders,Binders Model 234,581.44,7,0.2,103.17
ORD-10484,2023-12-24,Customer 269,Consumer,USA,Los Angeles,California,West,Technology,Machines,Machines Model 540,690.37,4,0.1,53.33
ORD-10485,2022-05-30,Customer 16,Corporate,USA,Los Angeles,California,West,Office Supplies,Binders,Binders Model 523,566.19,2,0.1,44.96
ORD-10486,2022-04-20,Customer 68,Consumer,USA,Atlanta,Georgia,South,Office Supplies,Storage,Storage Model 126,935.09,5,0.1,182.13
ORD-10487,2023-05-04,Customer 69,Home Office,USA,Houston,Texas,Central,Technology,Phones,Phones Model 966,246.29,1,0.2,-7.42
ORD-10488,2022-02-03,Customer 210,Consumer,USA,Atlanta,Georgia,South,Furniture,Tables,Tables Model 376,501.62,3,0.1,24.24
ORD-10489,2023-03-26,Customer 251,Home Office,USA,Miami,Florida,South,Technology,Machines,Machines Model 432,988.48,4,0.0,93.18
ORD-10490,2023-02-08,Customer 293,Home Office,USA,Miami,Florida,South,Office Supplies,Paper,Paper Model 649,780.69,10,0.3,62.49
ORD-10491,2023-02-10,Customer 21,Home Office,USA,New York,New York,East,Office Supplies,Paper,Paper Model 496,830.47,1,0.1,107.69
ORD-10492,2023-03-09,Customer 151,Home Office,USA,New York,New York,East,Office Supplies,Paper,Paper Model 155,410.08,5,0.2,26.79
ORD-10493,2023-08-23,Customer 280,Consumer,USA,Seattle,Washington,West,Technology,Accessories,Accessories Model 502,108.63,9,0.0,10.31
ORD-10494,2022-04-03,Customer 129,Corporate,USA,Atlanta,Georgia,South,Office Supplies,Binders,Binders Model 808,195.3,10,0.1,43.09
ORD-10495,2023-01-29,Customer 262,Home Office,USA,Los Angeles,California,West,Furniture,Chairs,Chairs Model 263,712.1,6,0.0,128.86
ORD-10496,2022-05-29,Customer 92,Home Office,USA,Atlanta,Georgia,South,Furniture,Chairs,Chairs Model 152,914.01,10,0.1,37.05
ORD-10497,2022-05-01,Customer 68,Consumer,USA,Atlanta,Georgia,South,Office Supplies,Storage,Storage Model 103,773.26,8,0.2,82.44
ORD-10498,2023-05-21,Customer 122,Consumer,USA,Houston,Texas,Central,Office Supplies,Paper,Paper Model 702,858.3,9,0.0,173.37
ORD-10499,2023-07-15,Customer 143,Home Office,USA,Atlanta,Georgia,South,Office Supplies,Paper,Paper Model 743,97.82,10,0.0,10.88
ORD-10500,2022-02-03,Customer 296,Home Office,USA,Los Angeles,California,West,Furniture,Chairs,Chairs Model 405,73.96,6,0.0,6.39
ORD-10501,2023-09-18,Customer 294,Home Office,USA,Houston,Texas,Central,Furniture,Chairs,Chairs Model 281,428.62,3,0.1,72.02
ORD-10502,2022-03-11,Customer 219,Home Office,USA,Atlanta,Georgia,South,Furniture,Chairs,Chairs Model 166,773.14,6,0.2,134.82
ORD-10503,2023-06-22,Customer 108,Home Office,USA,Chicago,Illinois,Central,Furniture,Chairs,Chairs Model 314,700.73,5,0.2,57.29
ORD-10504,2023-12-07,Customer 148,Corporate,USA,New York,New York,East,Technology,Machines,Machines Model 723,979.76,9,0.0,167.46
ORD-10505,2023-05-24,Customer 267,Home Office,USA,Chicago,Illinois,Central,Technology,Machines,Machines Model 747,995.12,6,0.1,152.82
ORD-10506,2022-01-25,Customer 239,Home Office,USA,Atlanta,Georgia,South,Furniture,Bookcases,Bookcases Model 915,248.07,5,0.1,0.1
ORD-10507,2023-10-15,Customer 109,Consumer,USA,New York,New York,East,Technology,Accessories,Accessories Model 755,425.76,6,0.2,38.36
ORD-10508,2022-04-27,Customer 171,Corporate,USA,Seattle,Washington,West,Office Supplies,Binders,Binders Model 505,321.62,9,0.2,45.59
ORD-10509,2023-10-24,Customer 70,Corporate,USA,New York,New York,East,Furniture,Tables,Tables Model 259,837.15,8,0.3,83.14
ORD-10510,2023-11-26,Customer 162,Home Office,USA,Atlanta,Georgia,South,Office Supplies,Paper,Paper Model 648,929.23,1,0.2,84.78
ORD-10511,2022-10-15,Customer 16,Corporate,USA,New York,New York,East,Technology,Machines,Machines Model 484,345.08,6,0.0,100.9
ORD-10512,2022-10-06,Customer 212,Consumer,USA,Seattle,Washington,West,Furniture,Bookcases,Bookcases Model 608,134.51,5,0.2,17.14
ORD-10513,2022-02-08,Customer 104,Consumer,USA,Seattle,Washington,West,Office Supplies,Paper,Paper Model 554,231.82,5,0.1,6.5
ORD-10514,2022-05-27,Customer 51,Home Office,USA,Philadelphia,Pennsylvania,East,Technology,Phones,Phones Model 792,206.41,8,0.2,29.7
ORD-10515,2022-02-15,Customer 45,Corporate,USA,Los Angeles,California,West,Technology,Phones,Phones Model 578,470.18,9,0.0,23.99
ORD-10516,2022-08-03,Customer 165,Consumer,USA,New York,New York,East,Technology,Machines,Machines Model 297,750.64,1,0.2,82.35
ORD-10517,2022-10-08,Customer 59,Consumer,USA,Chicago,Illinois,Central,Technology,Accessories,Accessories Model 737,777.33,2,0.2,-9.85
ORD-10518,2022-10-18,Customer 294,Consumer,USA,New York,New York,East,Technology,Accessories,Accessories Model 275,558.38,5,0.1,131.68
ORD-10519,2023-11-23,Customer 26,Consumer,USA,Philadelphia,Pennsylvania,East,Technology,Accessories,Accessories Model 492,549.77,1,0.1,3.98
ORD-10520,2022-11-16,Customer 171,Consumer,USA,New York,New York,East,Office Supplies,Paper,Paper Model 830,195.4,10,0.3,10.57
ORD-10521,2023-12-02,Customer 239,Corporate,USA,Philadelphia,Pennsylvania,East,Technology,Phones,Phones Model 337,111.06,8,0.0,18.2
ORD-10522,2023-11-13,Customer 170,Corporate,USA,Los Angeles,California,West,Technology,Accessories,Accessories Model 564,914.6,7,0.1,159.97
ORD-10523,2022-10-17,Customer 179,Home Office,USA,Miami,Florida,South,Furniture,Tables,Tables Model 688,130.63,8,0.3,14.56
ORD-10524,2023-06-30,Customer 237,Corporate,USA,Los Angeles,California,West,Office Supplies,Storage,Storage Model 704,800.82,6,0.0,198.69
ORD-10525,2022-08-02,Customer 221,Corporate,USA,Miami,Florida,South,Technology,Phones,Phones Model 680,556.99,8,0.3,-46.5
ORD-10526,2023-09-03,Customer 238,Corporate,USA,Houston,Texas,Central,Furniture,Bookcases,Bookcases Model 668,676.21,10,0.3,-48.29
ORD-10527,2023-09-03,Customer 195,Corporate,USA,Philadelphia,Pennsylvania,East,Furniture,Tables,Tables Model 606,956.77,2,0.0,211.81
ORD-10528,2023-04-09,Customer 273,Corporate,USA,New York,New York,East,Furniture,Chairs,Chairs Model 499,889.52,1,0.1,146.97
ORD-10529,2023-03-22,Customer 177,Consumer,USA,Miami,Florida,South,Furniture,Bookcases,Bookcases Model 696,879.88,5,0.2,158.05
ORD-10530,2023-07-28,Customer 184,Consumer,USA,Philadelphia,Pennsylvania,East,Furniture,Tables,Tables Model 981,81.16,9,0.0,4.08
ORD-10531,2023-02-20,Customer 196,Corporate,USA,Houston,Texas,Central,Furniture,Tables,Tables Model 658,708.18,7,0.2,90.61
ORD-10532,2022-06-07,Customer 148,Home Office,USA,Los Angeles,California,West,Office Supplies,Binders,Binders Model 228,204.46,7,0.2,32.71
ORD-10533,2022-05-20,Customer 44,Consumer,USA,Los Angeles,California,West,Furniture,Bookcases,Bookcases Model 757,35.39,8,0.3,5.09
ORD-10534,2023-03-11,Customer 283,Corporate,USA,Atlanta,Georgia,South,Technology,Machines,Machines Model 493,931.7,10,0.1,105.84
ORD-10535,2022-08-31,Customer 257,Corporate,USA,Houston,Texas,Central,Furniture,Tables,Tables Model 520,612.48,10,0.3,68.41
ORD-10536,2023-12-09,Customer 41,Consumer,USA,Houston,Texas,Central,Furniture,Bookcases,Bookcases Model 847,493.6,6,0.0,96.29
ORD-10537,2023-10-08,Customer 40,Home Office,USA,Chicago,Illinois,Central,Technology,Phones,Phones Model 748,532.89,10,0.0,59.31
ORD-10538,2023-04-26,Customer 294,Home Office,USA,Houston,Texas,Central,Office Supplies,Storage,Storage Model 439,782.96,8,0.3,22.05
ORD-10539,2023-08-01,Customer 134,Consumer,USA,Atlanta,Georgia,South,Office Supplies,Paper,Paper Model 744,184.16,10,0.2,24.26
ORD-10540,2022-03-26,Customer 65,Home Office,USA,Miami,Florida,South,Technology,Phones,Phones Model 178,663.19,5,0.0,80.71
ORD-10541,2023-09-11,Customer 90,Home Office,USA,Chicago,Illinois,Central,Furniture,Bookcases,Bookcases Model 856,295.35,5,0.0,69.51
ORD-10542,2023-06-25,Customer 17,Corporate,USA,Seattle,Washington,West,Office Supplies,Binders,Binders Model 186,276.03,4,0.3,-15.13
ORD-10543,2022-06-21,Customer 108,Home Office,USA,Los Angeles,California,West,Office Supplies,Paper,Paper Model 851,774.96,4,0.3,63.16
ORD-10544,2023-02-13,Customer 244,Corporate,USA,Houston,Texas,Central,Technology,Accessories,Accessories Model 587,760.37,2,0.0,69.88
ORD-10545,2023-03-22,Customer 7,Corporate,USA,Seattle,Washington,West,Technology,Machines,Machines Model 916,402.27,5,0.1,53.35
ORD-10546,2023-10-15,Customer 182,Corporate,USA,Atlanta,Georgia,South,Technology,Accessories,Accessories Model 725,962.53,1,0.0,268.96
ORD-10547,2023-11-23,Customer 124,Home Office,USA,Chicago,Illinois,Central,Office Supplies,Paper,Paper Model 788,806.27,5,0.3,12.32
ORD-10548,2022-03-11,Customer 7,Corporate,USA,Seattle,Washington,West,Technology,Machines,Machines Model 200,993.35,6,0.0,216.75
ORD-10549,2023-09-27,Customer 48,Consumer,USA,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Binders Model 708,730.75,5,0.1,6.22
ORD-10550,2023-10-26,Customer 290,Consumer,USA,Los Angeles,California,West,Technology,Phones,Phones Model 213,104.66,10,0.1,9.84
ORD-10551,2022-10-11,Customer 219,Home Office,USA,Seattle,Washington,West,Office Supplies,Paper,Paper Model 783,667.27,2,0.3,87.19
ORD-10552,2022-03-03,Customer 133,Corporate,USA,Chicago,Illinois,Central,Furniture,Chairs,Chairs Model 282,291.74,1,0.3,-0.83
ORD-10553,2023-07-08,Customer 221,Consumer,USA,Miami,Florida,South,Office Supplies,Binders,Binders Model 728,618.1,3,0.3,-45.05
ORD-10554,2022-09-14,Customer 229,Consumer,USA,Philadelphia,Pennsylvania,East,Technology,Accessories,Accessories Model 609,121.22,2,0.0,23.38
ORD-10555,2023-08-12,Customer 2,Home Office,USA,Los Angeles,California,West,Furniture,Bookcases,Bookcases Model 824,402.67,3,0.2,70.93
ORD-10556,2023-12-07,Customer 247,Consumer,USA,Atlanta,Georgia,South,Office Supplies,Paper,Paper Model 680,847.17,2,0.1,0.7
ORD-10557,2022-12-15,Customer 42,Corporate,USA,Chicago,Illinois,Central,Technology,Accessories,Accessories Model 878,412.6,2,0.2,34.52
ORD-10558,2023-02-04,Customer 55,Home Office,USA,Houston,Texas,Central,Furniture,Bookcases,Bookcases Model 805,58.54,7,0.1,4.37
ORD-10559,2022-01-26,Customer 123,Corporate,USA,Chicago,Illinois,Central,Furniture,Bookcases,Bookcases Model 498,449.22,4,0.1,4.01
ORD-10560,2022-02-27,Customer 173,Home Office,USA,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Storage Model 143,965.65,8,0.0,57.23
ORD-10561,2022-08-27,Customer 37,Consumer,USA,Miami,Florida,South,Furniture,Bookcases,Bookcases Model 853,673.97,8,0.1,124.86
ORD-10562,2023-10-27,Customer 67,Consumer,USA,Seattle,Washington,West,Technology,Phones,Phones Model 276,481.8,10,0.0,53.32
ORD-10563,2022-04-19,Customer 59,Corporate,USA,Philadelphia,Pennsylvania,East,Furniture,Tables,Tables Model 709,619.0,10,0.0,157.5
ORD-10564,2023-12-02,Customer 295,Home Office,USA,Los Angeles,California,West,Furniture,Tables,Tables Model 240,350.6,7,0.2,-6.94
ORD-10565,2023-03-02,Customer 87,Home Office,USA,Houston,Texas,Central,Furniture,Bookcases,Bookcases Model 478,189.98,2,0.0,22.51
ORD-10566,2022-01-17,Customer 250,Consumer,USA,Seattle,Washington,West,Furniture,Bookcases,Bookcases Model 106,59.88,2,0.3,5.65
ORD-10567,2023-05-03,Customer 65,Consumer,USA,New York,New York,East,Furniture,Bookcases,Bookcases Model 246,658.72,5,0.3,48.33
ORD-10568,2023-05-27,Customer 46,Home Office,USA,Chicago,Illinois,Central,Office Supplies,Binders,Binders Model 946,939.33,10,0.0,186.99
ORD-10569,2022-04-08,Customer 186,Home Office,USA,Chicago,Illinois,Central,Office Supplies,Binders,Binders Model 619,566.56,4,0.0,168.07
ORD-10570,2022-06-02,Customer 243,Corporate,USA,Seattle,Washington,West,Technology,Machines,Machines Model 280,223.95,1,0.1,6.31
ORD-10571,2023-09-24,Customer 233,Consumer,USA,Los Angeles,California,West,Furniture,Bookcases,Bookcases Model 206,376.91,4,0.3,-14.0
ORD-10572,2023-04-01,Customer 297,Corporate,USA,New York,New York,East,Furniture,Chairs,Chairs Model 529,495.36,2,0.0,135.61
ORD-10573,2022-07-24,Customer 193,Consumer,USA,Seattle,Washington,West,Furniture,Chairs,Chairs Model 175,339.61,2,0.1,62.64
ORD-10574,2023-01-18,Customer 70,Corporate,USA,Atlanta,Georgia,South,Furniture,Tables,Tables Model 837,162.04,10,0.3,-8.99
ORD-10575,2022-04-24,Customer 239,Corporate,USA,Seattle,Washington,West,Office Supplies,Binders,Binders Model 528,349.17,1,0.0,41.95
ORD-10576,2023-07-21,Customer 118,Consumer,USA,Seattle,Washington,West,Furniture,Tables,Tables Model 521,611.56,10,0.1,88.39
ORD-10577,2022-09-10,Customer 127,Corporate,USA,Miami,Florida,South,Technology,Accessories,Accessories Model 544,840.25,5,0.0,195.36
ORD-10578,2023-06-01,Customer 18,Corporate,USA,Los Angeles,California,West,Technology,Phones,Phones Model 643,429.42,1,0.0,127.89
